개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
인천광역시 계양경기장 아시아드양궁장,인천광역시 계양경기장,체육관,연중무휴,09:00,18:00,09:00,18:00,Y,5,체육경기(평일 400000+공휴일 600000)+체육경기 외(평일 800000+공휴일 12,,,1100,5703,전광판+조명+음향시설,전화상담 후+FAX+공문+방문접수,,인천광역시 계양구 봉오대로 855(서운동),인천광역시 계양구 서운동207,인천시설공단,계양경기장팀,032-456-2260,https://www.insiseol.or.kr/sport/gyeyang/,37.53265534,126.7475391,2025-08-20,6280000,인천광역시
인천광역시 계양경기장 인천국제벨로드롬,인천광역시 계양경기장,체육관,연중무휴,09:00,18:00,09:00,18:00,Y,9,체육경기(평일 200000+공휴일 200000)+체육경기 외(평일 300000+공휴일 30,,,1500,3725,전광판+조명+음향시설,전화상담 후+FAX+공문+방문접수,,인천광역시 계양구 봉오대로 855(서운동),인천광역시 계양구 서운동207,인천시설공단,계양경기장팀,032-456-2260,https://www.insiseol.or.kr/sport/gyeyang/,37.53265534,126.7475391,2025-08-20,6280000,인천광역시
인천광역시 계양경기장 계양 休커뮤니티센터(폐쇄/미운영),인천광역시 계양경기장,기타,월,10:00,22:00,10:00,22:00,N,,,,,100,245,빔프로젝트방송장비,전화상담 후+FAX+공문+방문접수,,인천광역시 계양구 봉오대로 855(서운동),인천광역시 계양구 서운동207,인천시설공단,계양경기장팀,032-456-2260,https://www.insiseol.or.kr/sport/gyeyang/,37.53265534,126.7475391,2025-08-20,6280000,인천광역시
인천광역시 계양경기장 농구장(리틀야구장 조성공사로 일시 폐쇄 / 위치 변경하여 새로 조성 예정),인천광역시 계양경기장,기타,연중무휴,06:00,21:00,06:00,21:00,N,,,,,30,660,농구골대 5개,야외시설 개방,,인천광역시 계양구 봉오대로 855(서운동),인천광역시 계양구 서운동207,인천시설공단,계양경기장팀,032-456-2260,https://www.insiseol.or.kr/sport/gyeyang/,37.53265534,126.7475391,2025-08-20,6280000,인천광역시
인천광역시 계양경기장 인라인스케이트장,인천광역시 계양경기장,기타,연중무휴,06:00,21:00,06:00,21:00,N,,,,,30,2280,,야외시설 개방,,인천광역시 계양구 봉오대로 855(서운동),인천광역시 계양구 서운동207,인천시설공단,계양경기장팀,032-456-2260,https://www.insiseol.or.kr/sport/gyeyang/,37.53265534,126.7475391,2025-08-20,6280000,인천광역시
인천광역시 계산국민체육센터(수영 자유수영 월~금),인천광역시 계산국민체육센터,기타,일+공휴일+설연휴+추석연휴+근로자의 날,06:00,21:00,09:00,16:00,Y,1,46000,,,100,907,수영장,인터넷,,인천광역시 계양구 주부토로 580(계산동),인천광역시 계양구 계산동 907-2,인천시설공단,계산체육팀,032-456-2670,https://www.insiseol.or.kr/sport/gyesan/,37.54611278,126.7291915,2025-08-20,6280000,인천광역시
인천광역시 계산국민체육센터(수영 자유수영 월수금),인천광역시 계산국민체육센터,기타,일+공휴일+설연휴+추석연휴+근로자의 날,06:00,21:00,09:00,16:00,Y,1,38000,,,20,907,수영장,인터넷,,인천광역시 계양구 주부토로 580(계산동),인천광역시 계양구 계산동 907-2,인천시설공단,계산체육팀,032-456-2670,https://www.insiseol.or.kr/sport/gyesan/,37.54611278,126.7291915,2025-08-20,6280000,인천광역시
인천광역시 송도LNG종합스포츠타운 [야구]송도구장,인천광역시 송도LNG종합스포츠타운,야구장,1월1일+설연휴+추석연휴+근로자의날,07:00,18:00,07:00,18:00,Y,3,평일 80000+주말 120000,,,1179,10163,덕아웃+기록실,온라인예약접수,,인천광역시 연수구 인천신항대로 916,인천광역시 연수구 송도동 379,인천광역시체육회,체육시설부 운영1팀,032-815-5321,https://www.icsports.or.kr/fmcs/37,37.3513403,126.615730,2025-08-20,6280000,인천광역시
인천광역시 송도LNG종합스포츠타운 [야구]LNG구장(6면),인천광역시 송도LNG종합스포츠타운,야구장,1월1일+설연휴+추석연휴+근로자의날,07:00,18:00,07:00,18:00,Y,3,평일 80000+주말 120000,,,7077,60983,덕아웃+기록실,온라인예약접수,,인천광역시 연수구 인천신항대로 916,인천광역시 연수구 송도동 379,인천광역시체육회,체육시설부 운영1팀,032-815-5321,https://www.icsports.or.kr/fmcs/37,37.3513403,126.615730,2025-08-20,6280000,인천광역시
인천광역시 수봉궁도장 기타,인천광역시 수봉궁도장,기타,1월1일+설연휴+추석연휴+근로자의날,09:00,20:00,09:00,17:00,Y,2,1400,2,1400,100,434,조명,방문+전화,,인천광역시 미추홀구 수봉로 95번길 32,인천광역시 미추홀구 숭의동 7-171,인천광역시체육회,체육시설부 안전지원팀,032-715-5618,https://www.icsports.or.kr/fmcs/111,37.460025,126.661411,2025-08-20,6280000,인천광역시
인천광역시 가좌테니스장(실외테니스장),인천광역시 가좌테니스장,테니스장,1월1일+설연휴+추석연휴+근로자의날,07:00,22:00,07:00,18:00,Y,1,10000,1,10000,78,11129,조명,온라인예약,,인천광역시 서구 가좌로 11번길 7,인천광역시 서구 가좌동 606-3,인천광역시체육회,체육시설부 안전지원팀,032-574-7979,https://www.icsports.or.kr/fmcs/103,37.475559,126.6772099,2025-08-20,6280000,인천광역시
인천광역시 가좌테니스장(실내테니스장),인천광역시 가좌테니스장,테니스장,1월1일+설연휴+추석연휴+근로자의날,07:00,22:00,07:00,18:00,Y,1,20000,1,20000,18,2263,조명,온라인예약,,인천광역시 서구 가좌로 11번길 7,인천광역시 서구 가좌동 606-3,인천광역시체육회,체육시설부 안전지원팀,032-574-7979,https://www.icsports.or.kr/fmcs/103,37.475559,126.6772099,2025-08-20,6280000,인천광역시
인천광역시 동춘인라인롤러경기장 기타,인천광역시 동춘인라인롤러경기장,기타,1월1일+설연휴+추석연휴+근로자의날,09:00,21:00,09:00,17:00,Y,1,1500,,,350,5981,,방문+전화,,인천광역시 연수구 능허대로 499,인천광역시 연수구 동춘동 930,인천광역시체육회,체육시설부 안전지원팀,032-822-0167,https://www.icsports.or.kr/fmcs/95,37.398863,126.670475,2025-08-20,6280000,인천광역시
인천광역시 인천아시아드주경기장 기타,인천광역시 인천아시아드주경기장,기타,연중무휴,00:00,23:59,00:00,23:59,Y,24,체육경기(평일 630000+공휴일 945000)+체육경기 외(평일 1300000+공휴일 1,,,29465,109066,전광판+조명+음향시설,일반대관 전화상담 후 행사관련 협의후 허가,,인천광역시 서구 봉수대로 806,인천광역시 서구 연희동 826,인천시설공단,아시아드경기장사업단,032-456-2100,https://www.insiseol.or.kr/sport/asiad/,37.545187,126.6650996,2025-08-20,6280000,인천광역시
인천광역시 인천아시아드주경기장 보조경기장,인천광역시 인천아시아드주경기장,기타,연중무휴,00:00,23:59,00:00,23:59,Y,24,체육경기(평일 300000+공휴일 450000+체육경기 외(평일 700000+공휴일 105,,,5034,193,조명+음향시설,일반대관 전화상담 후 서류 접수+축구대관 홈페이지 접수,,인천광역시 서구 봉수대로 806,인천광역시 서구 연희동 826,인천시설공단,아시아드경기장사업단,032-456-2100,https://www.insiseol.or.kr/sport/asiad/,37.545187,126.6650996,2025-08-20,6280000,인천광역시
인천광역시 인천아시아드주경기장 연희크리켓경기장,인천광역시 인천아시아드주경기장,기타,연중무휴,00:00,23:59,00:00,23:59,Y,24,체육경기(평일 70000+공휴일 105000)+체육경기 외(평일 140000+공휴일 210,,,180,860,,전화상담 후+서류 접수,,인천광역시 서구 봉수대로 806,인천광역시 서구 연희동 826,인천시설공단,아시아드경기장사업단,032-456-2100,https://www.insiseol.or.kr/sport/asiad/,37.545187,126.6650996,2025-08-20,6280000,인천광역시
인천광역시 송림체육관 주경기장 배구장,인천광역시 송림체육관,배구장,연중무휴,09:00,18:00,09:00,18:00,Y,9,체육경기(평일 200000+주말 300000)+체육경기 외(평일 500000+주말 7500,,,5002,2450,배구코트+영상시설(전광판)+음향시설,전화상담 후+서류 접수,,인천광역시 동구 염전로30,인천광역시 동구 송림동 344,인천시설공단,송림체육관팀,032-456-2200,https://www.insiseol.or.kr/sport/songnim/,37.484393,126.647585,2025-08-20,6280000,인천광역시
인천광역시 송림체육관 보조경기장 다목적경기장,인천광역시 송림체육관,다목적경기장,연중무휴,09:00,18:00,09:00,18:00,Y,9,체육경기(평일 130000+주말 200000)+체육경기 외(평일 300000+주말40000,,,372,1699,,전화상담 후+서류 접수,,인천광역시 동구 염전로30,인천광역시 동구 송림동 344,인천시설공단,송림체육관팀,032-456-2200,https://www.insiseol.or.kr/sport/songnim/,37.484393,126.647585,2025-08-20,6280000,인천광역시
인천광역시 송림체육관 주차장,인천광역시 송림체육관,기타,연중무휴,00:00,23:59,00:00,23:59,Y,24,월 정기주차(회원 30000+비회원 50000),,,236,7154,,방문+전화,,인천광역시 동구 염전로30,인천광역시 동구 송림동 344,인천시설공단,송림체육관팀,032-456-2200,https://www.insiseol.or.kr/sport/songnim/,37.484393,126.647585,2025-08-20,6280000,인천광역시
인천광역시 강화고인돌체육관 주경기장,인천광역시 강화경기장,체육관,연중무휴,00:00,23:59,00:00,23:59,Y,9,체육경기(평일 198000+공휴일 297000)+체육경기 외(평일 315000+공휴일 40,,,4043,1722,배구코트1+배드민턴코트9+농구대1+영상시설+음향시설+관람석 4043석,전화상담 후+FAX+공문+방문접수,,인천광역시 강화군 강화읍 강화대로 603,인천광역시 강화군 강화읍 국화리 46-2,인천시설공단,강화경기장팀,032-456-2300,https://www.insiseol.or.kr/sport/ganghwa/,37.754955,126.468554,2025-08-20,6280000,인천광역시
인천광역시 강화고인돌체육관 보조경기장,인천광역시 강화경기장,체육관,연중무휴,00:00,23:59,00:00,23:59,Y,9,체육경기(평일 126000+공휴일 198000)+체육경기 외(평일 225000+공휴일 31,,,150,755,,전화상담 후+FAX+공문+방문접수,,인천광역시 강화군 강화읍 강화대로 603,인천광역시 강화군 강화읍 국화리 46-2,인천시설공단,강화경기장팀,032-456-2300,https://www.insiseol.or.kr/sport/ganghwa/,37.754955,126.468554,2025-08-20,6280000,인천광역시
인천광역시 강화아시아드BMX경기장,인천광역시 강화경기장,기타,연중무휴,09:00,18:00,09:00,18:00,Y,9,체육경기(평일 198000+공휴일 297000)+체육경기 외(평일 315000+공휴일 40,,,1006,2547,스타트게이트+음향시설+관람석1006석,전화상담 후+FAX+공문+방문접수,,인천광역시 강화군 강화읍 강화대로 600,인천광역시 강화군 강화읍 국화리 44-12,인천시설공단,강화경기장팀,032-456-2300,https://www.insiseol.or.kr/sport/ganghwa/,37.756344,126.470735,2025-08-20,6280000,인천광역시
인천광역시 계양경기장 계양체육관주경기장,인천광역시 계양경기장,체육관,연중무휴,00:00,23:59,00:00,23:59,Y,9,체육경기(평일 200000+공휴일 300000)+체육경기 외(평일 500000+공휴일 75,,,4000,3401,전광판+조명+음향시설,전화상담 후+FAX+공문+방문접수,,인천광역시 계양구 봉오대로 855(서운동),인천광역시 계양구 서운동207,인천시설공단,계양경기장팀,032-456-2260,https://www.insiseol.or.kr/sport/gyeyang/,37.53265534,126.7475391,2025-08-20,6280000,인천광역시
인천광역시 도원체육관 체육관,인천광역시 도원체육관,체육관,1월1일+설연휴+추석연휴+근로자의날,09:00,18:00,09:00,18:00,Y,8,체육경기(평일 100000+공휴일 150000)+체육경기 외(평일 300000+공휴일 45,1,,2300,7769,농구골대 2개+음향시설+조명,방문+전화+인터넷,,인천광역시 중구 샛골로 41번길 10,인천광역시 중구 도원동 12-155,인천광역시체육회,체육시설부 운영1팀,032-887-7428,https://www.icsports.or.kr/fmcs/21,37.46648978,126.6403999,2025-08-20,6280000,인천광역시
인천광역시 도원수영장 수영장,인천광역시 도원수영장,기타,일+1월1일+설연휴+추석연휴+근로자의날,06:00,21:00,09:00,17:00,Y,3,체육경기(평일 300000+공휴일 450000)+체육경기 외(평일 600000+공휴일 80,,,300,6335,탈의실+샤워실+전광판+음향시설,방문+전화+인터넷,,인천광역시 중구 샛골로 41번길 22,인천광역시 중구 도원동 47,인천광역시체육회,체육시설부 운영1팀,032-887-7424,https://www.icsports.or.kr/fmcs/21,37.466029,126.639296,2025-08-20,6280000,인천광역시
인천광역시 올림픽기념국민생활관 체육관,인천광역시 올림픽기념국민생활관,체육관,일+1월1일+설연휴+추석연휴+근로자의날,07:00,20:50,07:00,14:50,Y,2,"대관없음,4000",,,50,1152,냉난방기+농구대4대,온라인예약접수,,인천광역시 남동구 구월로 251,인천광역시 남동구 구월동 1246,인천광역시체육회,체육시설부 운영2팀,032-473-8452,https://www.icsports.or.kr/fmcs/29,37.457318,126.718899,2025-08-20,6280000,인천광역시
인천광역시 올림픽기념국민생활관 수영장,인천광역시 올림픽기념국민생활관,기타,일+1월1일+설연휴+추석연휴+근로자의날,06:00,20:50,07:00,14:50,Y,1,4000,,,120,1806,냉난방기,온라인예약접수,,인천광역시 남동구 구월로 251,인천광역시 남동구 구월동 1246,인천광역시체육회,체육시설부 운영2팀,032-473-8452,https://www.icsports.or.kr/fmcs/29,37.457318,126.718899,2025-08-20,6280000,인천광역시
인천광역시 남동체육관 체육관,인천광역시 남동체육관,체육관,1월1일+설연휴+추석연휴+근로자의날,09:00,18:00,00:00,23:59,Y,9,500000,1,,8828,31819,냉난방기+전광판+조명 등,방문+전화,,인천광역시 남동구 소래로 500,인천광역시 남동구 수산동 602,인천광역시체육회,체육시설부 운영2팀,032-715-5181,https://www.icsports.or.kr/fmcs/63,37.43472471,126.7335991,2025-08-20,6280000,인천광역시
인천광역시 남동아시아드럭비경기장 경기장,인천광역시 남동아시아드럭비경기장,기타,1월1일+설연휴+추석연휴+근로자의날,09:00,18:00,00:00,23:59,Y,2,300000,1,150000,4974,10538,실내냉방기+전광판+조명 등,방문+전화,,인천광역시 남동구 소래로 540,인천광역시 남동구 수산동 601,인천광역시체육회,체육시설부 운영2팀,032-715-5181,https://www.icsports.or.kr/fmcs/71,37.4379178,126.7337941,2025-08-20,6280000,인천광역시
인천광역시 선학하키경기장 경기장,인천광역시 선학하키경기장,기타,1월1일+설연휴+추석연휴+근로자의날,09:00,18:00,09:00,23:59,Y,9,체육경기 주경기장(평일 500000+공휴일 750000)+체육경기 외 주경기장(평일 100,,,8209,6522.92,전광판+조명탑+선수대기실+휴게실,방문,,인천광역시 연수구 경원대로 526,인천광역시 연수구 선학동 426,인천광역시체육회,체육시설부 운영1팀,032-821-5823,https://www.icsports.or.kr/fmcs/79,37.430756,126.701798,2025-08-20,6280000,인천광역시
인천광역시 선학파크골프장,인천광역시 선학파크골프장,골프장,월+1월1일+설연휴+추석연휴+근로자의날,08:00,18:00,09:00,23:59,Y,2,2200,2,2200,44,18518,파크골프채+공+방송앰프+마이크,방문+인터넷,,인천광역시 연수구 경원대로 526,인천광역시 연수구 선학동 426,인천광역시체육회,체육시설부 운영1팀,032-821-5721,https://www.icsports.or.kr/fmcs/135,37.430756,126.701798,2025-08-20,6280000,인천광역시
인천광역시 선학체육관(추가),인천광역시 선학체육관,체육관,1월1일+설연휴+추석연휴+근로자의날,08:00,21:00,00:00,23:59,Y,,체육경기 주경기장(평일 500000+공휴일 750000)+체육경기 외 주경기장(평일 100,,,,6800.15,전광판+조명+음향시설+기능실,,,인천광역시 연수구 경원대로 526,인천광역시 연수구 선학동 426,인천광역시체육회,체육시설부 운영1팀,032-821-5824,https://www.icsports.or.kr/fmcs/642,37.430756,126.701798,2025-08-20,6280000,인천광역시
인천광역시 옥련국제사격장,인천광역시 옥련국제사격장,기타,일+1월1일+설연휴+추석연휴+근로자의날,09:00,18:00,09:00,17:00,Y,2,20000~60000,,,150,9999,,전화상담 후+FAX송부+방문접수,,인천광역시 연수구 독배로 172번길 142,인천광역시 연수구 옥련동 646,인천광역시체육회,체육시설부 안전지원팀,032-859-1061,https://www.icsports.or.kr/fmcs/87,37.432748,126.655091,2025-08-20,6280000,인천광역시
인천광역시 송도LNG종합스포츠타운 [축구]주경기장,인천광역시 송도LNG종합스포츠타운,축구장,1월1일+설연휴+추석연휴+근로자의날,08:00,22:00,08:00,23:59,Y,2,평일 200000+주말 300000,,,600,8029,조명타워(4기)+선수대기실(A+B)+본부석+ 심판실+주차장(127대),온라인예약접수,,인천광역시 연수구 인천신항대로 916,인천광역시 연수구 송도동 379,인천광역시체육회,체육시설부 운영1팀,032-815-5321,https://www.icsports.or.kr/fmcs/37,37.3513403,126.615730,2025-08-20,6280000,인천광역시
인천광역시 송도LNG종합스포츠타운 [축구]보조경기장,인천광역시 송도LNG종합스포츠타운,축구장,1월1일+설연휴+추석연휴+근로자의날,08:00,18:00,08:00,23:59,Y,2,평일 100000+주말 150000,,,600,8029,,온라인예약접수,,인천광역시 연수구 인천신항대로 916,인천광역시 연수구 송도동 379,인천광역시체육회,체육시설부 운영1팀,032-815-5321,https://www.icsports.or.kr/fmcs/37,37.3513403,126.615730,2025-08-20,6280000,인천광역시
인천광역시 송도LNG종합스포츠타운 [축구]풋살장(2면),인천광역시 송도LNG종합스포츠타운,풋살경기장,1월1일+설연휴+추석연휴+근로자의날,08:00,18:00,08:00,23:59,Y,2,평일 40000+주말 60000,,,242,1620,,온라인예약접수,,인천광역시 연수구 인천신항대로 916,인천광역시 연수구 송도동 379,인천광역시체육회,체육시설부 운영1팀,032-815-5321,https://www.icsports.or.kr/fmcs/37,37.3513403,126.615730,2025-08-20,6280000,인천광역시
인천광역시 송도LNG종합스포츠타운 [야구]실내연습장,인천광역시 송도LNG종합스포츠타운,야구장,1월1일+설연휴+추석연휴+근로자의날,08:00,22:00,08:00,23:59,Y,2,평일 140000+주말 210000,,,760,3512,천장조명(71개)+관리사무실(2층)+매점,온라인예약접수,,인천광역시 연수구 인천신항대로 916,인천광역시 연수구 송도동 379,인천광역시체육회,체육시설부 운영1팀,032-815-5321,https://www.icsports.or.kr/fmcs/37,37.3513403,126.615730,2025-08-20,6280000,인천광역시
인천광역시 송도LNG종합스포츠타운 [야구]주경기장,인천광역시 송도LNG종합스포츠타운,야구장,1월1일+설연휴+추석연휴+근로자의날,07:00,23:00,07:00,23:00,Y,3,평일 120000+주말 180000,,,688,12411,조명타워(6기)+전광판+장애인승강기(1대)+선수대기실(A+B)+심판실+덕아웃+중계실+주차장(176),온라인예약접수,,인천광역시 연수구 인천신항대로 916,인천광역시 연수구 송도동 379,인천광역시체육회,체육시설부 운영1팀,032-815-5321,https://www.icsports.or.kr/fmcs/37,37.3513403,126.615730,2025-08-20,6280000,인천광역시
인천광역시 송도LNG종합스포츠타운 [야구]보조경기장,인천광역시 송도LNG종합스포츠타운,야구장,1월1일+설연휴+추석연휴+근로자의날,07:00,18:00,07:00,18:00,Y,3,평일 110000+주말 160000,,,688,12411,덕아웃+기록실,온라인예약접수,,인천광역시 연수구 인천신항대로 916,인천광역시 연수구 송도동 379,인천광역시체육회,체육시설부 운영1팀,032-815-5321,https://www.icsports.or.kr/fmcs/37,37.3513403,126.615730,2025-08-20,6280000,인천광역시
누정전시관 전시실,누정전시관,전시실,월+1월1일+설날+추석연휴,09:00,18:00,09:00,18:00,Y,,2000,,,100,5304.63,,방문,https://www.bonghwa.go.kr/open.content/facility/culture.living/facility/internal/,경상북도 봉화군 봉성면 부랭이길 88,경상북도 봉화군 봉성면 외삼리 14-10,경상북도 봉화군,봉화군체육시설사업소,054-679-6962,https://www.bonghwa.go.kr/open.content/facility/culture.living/guide/,36.9015301,128.8113609,2025-07-22,5240000,경상북도 봉화군
다덕축구장(체육경기+평일),다덕축구장,축구장,공휴일+대체공휴일+일,09:00,22:00,09:00,18:00,Y,4,30000,1,6000,200,7350,,인터넷,https://www.bonghwa.go.kr/open.content/facility/sports/dadeok/,,경상북도 봉화군 봉성면 우곡리 534,경상북도 봉화군,봉화군체육시설사업소,054-679-6952,https://www.bonghwa.go.kr/open.content/facility/sports/dadeok/,36.9129253,128.8350863,2025-07-22,5240000,경상북도 봉화군
다덕축구장(체육경기+토요일),다덕축구장,축구장,공휴일+대체공휴일+일,09:00,22:00,09:00,18:00,Y,4,40000,1,8000,200,7350,,인터넷,https://www.bonghwa.go.kr/open.content/facility/sports/dadeok/,,경상북도 봉화군 봉성면 우곡리 534,경상북도 봉화군,봉화군체육시설사업소,054-679-6952,https://www.bonghwa.go.kr/open.content/facility/sports/dadeok/,36.9129253,128.8350863,2025-07-22,5240000,경상북도 봉화군
다덕축구장(체육이외행사+평일),다덕축구장,축구장,공휴일+대체공휴일+일,09:00,22:00,09:00,18:00,Y,4,60000,1,12000,200,7350,,인터넷,https://www.bonghwa.go.kr/open.content/facility/sports/dadeok/,,경상북도 봉화군 봉성면 우곡리 534,경상북도 봉화군,봉화군체육시설사업소,054-679-6952,https://www.bonghwa.go.kr/open.content/facility/sports/dadeok/,36.9129253,128.8350863,2025-07-22,5240000,경상북도 봉화군
다덕축구장(체육이외행사+토요일),다덕축구장,축구장,공휴일+대체공휴일+일,09:00,22:00,09:00,18:00,Y,4,80000,1,16000,200,7350,,인터넷,https://www.bonghwa.go.kr/open.content/facility/sports/dadeok/,,경상북도 봉화군 봉성면 우곡리 534,경상북도 봉화군,봉화군체육시설사업소,054-679-6952,https://www.bonghwa.go.kr/open.content/facility/sports/dadeok/,36.9129253,128.8350863,2025-07-22,5240000,경상북도 봉화군
청량산캠핑장,청량산캠핑장,캠핑장,겨울(12~3월),14:00,11:00,14:00,11:00,Y,21,30000,1,5000,138,12176,,인터넷,https://www.bonghwa.go.kr/open.content/camp/,경상북도 봉화군 명호면 광석길 13,경상북도 봉화군 명호면 관창리 1726-1,경상북도 봉화군,청량산도립공원관리사무소,054-679-6662,https://www.bonghwa.go.kr/open.content/camp/,36.78730589,128.8917761,2025-07-22,5240000,경상북도 봉화군
청량산박물관전시실,청량산박물관,전시실,월+1월1일+설날+추석연휴,09:00,18:00,09:00,18:00,N,,,,,100,2634,,방문,https://www.bonghwa.go.kr/open.content/mt/guidance/cheongnyang.museum/museum.guidance/history/,경상북도 봉화군 명호면 광석길 39,경상북도 봉화군 명호면 관창리 1726-6,경상북도 봉화군,청량산도립공원관리사무소,054-679-6672,https://www.bonghwa.go.kr/open.content/mt/guidance/cheongnyang.museum/museum.guidance/history/,36.78808222,128.8938782,2025-07-22,5240000,경상북도 봉화군
송전레스피아풋살장,송전레스피아,다목적경기장,연중무휴,08:00,22:00,08:00,22:00,N,2,0,,0,,,,인터넷,,경기도 용인시 처인구 이동읍 경기동로 752-9,경기도 용인시 처인구 이동읍 송전리 441-1,경기도 용인시 처인구청,자치행정과,031-6193-5051,,37.13361021,127.1993969,2025-07-22,4050000,경기도 용인시
둔전간이체육공원 풋살장,둔전간이체육공원,다목적경기장,연중무휴,08:00,22:00,08:00,22:00,N,2,0,,0,,,,인터넷,,,경기도 용인시 처인구 포곡읍 둔전리 66-5,경기도 용인시 처인구청,자치행정과,031-6193-5051,,37.27585907,127.2187465,2025-07-22,4050000,경기도 용인시
이동 서리 다목적체육시설 풋살장,이동 서리 다목적체육시설,다목적경기장,연중무휴,08:00,22:00,08:00,22:00,N,2,0,,0,,,,인터넷,,경기도 용인시 처인구 이동읍 백자로133번길 38,경기도 용인시 처인구 이동읍 서리 653,경기도 용인시 처인구청,자치행정과,031-6193-5051,,37.21003398,127.1716701,2025-07-22,4050000,경기도 용인시
남사배수지 풋살장,남사배수지,다목적경기장,연중무휴,08:00,22:00,08:00,22:00,N,2,0,,0,,,,인터넷,,,경기도 용인시 처인구 남사읍 완장리 588-3,경기도 용인시 처인구청,자치행정과,031-6193-5051,,37.15277211,127.1809877,2025-07-22,4050000,경기도 용인시
능원리다목적구장,능원리다목적구장,다목적경기장,연중무휴,08:00,18:00,08:00,18:00,N,2,0,,0,,,,인터넷,,,경기도 용인시 처인구 모현읍 능원리 730-2,경기도 용인시 처인구청,자치행정과,031-6193-5051,,37.33997382,127.1740489,2025-07-22,4050000,경기도 용인시
서연이음터 4층 GX룸1,서연이음터,다목적실,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로8길 57,,서연이음터,,,,37.16058993,127.1096568,2025-06-30,5530000,경기도 화성시
서연이음터 5층 다목적실,서연이음터,기타,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로8길 57,,서연이음터,,,,37.16058993,127.1096568,2025-06-30,5530000,경기도 화성시
서연이음터 5층 공연장,서연이음터,기타,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로8길 57,,서연이음터,,,,37.16058993,127.1096568,2025-06-30,5530000,경기도 화성시
선납재마을사랑방(상상·통),선납재마을사랑방(상상·통),회의실,연중무휴,10:00,20:00,10:00,20:00,N,,,,,,,,,,경기도 화성시 동탄순환대로 754-4,,경기도 화성시청,,,,37.21305477,127.1090756,2025-06-30,5530000,경기도 화성시
선납재마을사랑방(소·통),선납재마을사랑방(소·통),회의실,연중무휴,10:00,20:00,10:00,20:00,N,,,,,,,,,,경기도 화성시 동탄순환대로 754-4,,경기도 화성시청,자치행정과,,,37.21305477,127.1090756,2025-06-30,5530000,경기도 화성시
선납재마을사랑방(톡·통),선납재마을사랑방(톡·통),강의실,연중무휴,10:00,20:00,10:00,20:00,N,,,,,,,,,,경기도 화성시 동탄순환대로 754-4,,경기도 화성시청,자치행정과,,,37.21305477,127.1090756,2025-06-30,5530000,경기도 화성시
송린이음터 1인 미디어실3,송린이음터,강의실,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 수노을2로 150,,송린이음터,,,,37.27732279,126.8225295,2025-06-30,5530000,경기도 화성시
송린이음터 1인 미디어실2,송린이음터,강의실,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 수노을2로 150,,송린이음터,,,,37.27732279,126.8225295,2025-06-30,5530000,경기도 화성시
송린이음터 소프트웨어 교육실1,송린이음터,강의실,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 수노을2로 150,,송린이음터,,,,37.27732279,126.8225295,2025-06-30,5530000,경기도 화성시
구미도서관 세미나실,구미도서관,강의실,금+토+공휴일,19:00,21:00,09:00,18:00,N,,,,,16,56.25,빔프로젝터+의자(16개)+책상(10개)+유선 마이크,인터넷,https://www.snlib.go.kr/gm/menu/10361/contents/40103/contents.do,경기도 성남시 분당구 미금일로 105,경기도 성남시 분당구 구미동 16,구미도서관,구미도서관,031-729-4693,https://www.snlib.go.kr/gm/menu/10361/contents/40103/contents.do,37.345532,127.107689,2025-08-01,3780000,경기도 성남시
왕십리도선동 주민센터 새마을희망문고,왕십리도선동 주민센터,회의실,토+일,10:00,18:00,00:00,00:00,Y,2,20000,1,10000,30,66,,인터넷 예약,,서울특별시 성동구 마장로 141(상왕십리동),,서울특별시 성동구청,왕십리도선동 주민센터,02-2286-7214,http://yeyak.seoul.go.kr,37.56787474,127.025527,2025-06-18,3030000,서울특별시 성동구
왕십리제2동주민센터 기타,왕십리제2동 주민센터,다목적실,연중무휴,10:00,22:00,10:00,18:00,Y,2,20000,1,10000,15,44,,인터넷 예약,,서울특별시 성동구 무학봉길 69(하왕십리동),,서울특별시 성동구청,왕십리제2동 주민센터,02-2286-7223,http://yeyak.seoul.go.kr,37.561083,127.030514,2025-06-18,3030000,서울특별시 성동구
왕십리제2동주민센터 다목적실,왕십리제2동 주민센터,다목적실,연중무휴,13:00,22:00,10:00,18:00,Y,2,20000,1,10000,30,105,,인터넷 예약,,서울특별시 성동구 무학봉길 69(하왕십리동),,서울특별시 성동구청,왕십리제2동 주민센터,02-2286-7223,http://yeyak.seoul.go.kr,37.561083,127.030514,2025-06-18,3030000,서울특별시 성동구
